element	sp_num	obs_wl_vac	unc_obs_wl	ritz_wl_vac	unc_ritz_wl	intens	Aki	Acc	Ei	Ek	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Fe	16	"17.249"	"0.010"	"17.248"	"0.009"	"10"	""		"36.9650"	"755.8"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<1/2>).3s.3p.(3P*<2>)"	"(1/2,2)"	"3/2"	4	4		""	"L4862"	
Fe	16	"17.249"	"0.010"	"17.249"	"0.009"	"10"	""		"83.7515"	"802.5"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<3/2>).3s.3d.(1D<2>)"	"(3/2,2)*"	"3/2"	4	4		""	"L4862"	
Fe	24	""	""	"17.264"	"0.010"	""	"6.4e+10"	D	"1167.6"	"1885.7"	"1s2.3p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"3/2"	4	4		"T3015LS"	""	
Fe	24	""	""	"17.267"	"0.010"	""	"3.84e+11"	C+	"1167.6"	"1885.6"	"1s2.3p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"5/2"	4	6		"T3015LS"	""	
Fe	16	"17.285"	"0.010"	"17.284"	"0.009"	"3"	""		"84.1116"	"801.4"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<3/2>).3s.3d.(1D<2>)"	"(3/2,2)*"	"5/2"	6	6		""	"L4862"	
Fe	15	"17.300"	"0.010"	"17.300+"	"0.003"	"5"	""		"31.4697"	"748.15?"	"3s.3p"	"3P*"	"2"	"2p5.3s2.3p"	"3P"	"1"	5	3		""	"L4862"	
Fe	16	"17.323"	"0.010"	"17.322"	"0.009"	"2"	""		"0.0000"	"715.8"	"2p6.3s"	"2S"	"1/2"	"2p5.3s2"	"2P*"	"3/2"	2	4		""	"L4862"	
Fe	16	"17.337"	"0.010"	"17.341"	"0.009"	"8"	""		"84.1116"	"799.1"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<3/2>).3s.3d.(1D<2>)"	"(3/2,2)*"	"7/2"	6	8		""	"L4862"	
Fe	16	"17.366"	"0.010"	"17.368"	"0.009"	"16"	""		"84.1116"	"798.0"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<3/2>).3s.3d.(3D<3>)"	"(3/2,3)*"	"3/2"	6	4		""	"L4862"	
Fe	16	"17.399"	"0.010"	"17.393"	"0.009"	"18"	""		"83.7515"	"796.6"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<3/2>).3s.3d.(3D<2>)"	"(3/2,2)*"	"5/2"	4	6		""	"L4862"	
Fe	16	"17.399"	"0.010"	"17.402"	"0.009"	"18"	""		"84.1116"	"796.6"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<3/2>).3s.3d.(3D<2>)"	"(3/2,2)*"	"5/2"	6	6		""	"L4862"	
Fe	16	"17.399"	"0.010"	"17.399"	"0.009"	"18"	""		"83.7515"	"796.4"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<3/2>).3s.3d.(3D<2>)"	"(3/2,2)*"	"1/2"	4	2		""	"L4862"	
Fe	16	"17.413"	"0.010"	"17.411"	"0.009"	"14"	""		"83.7515"	"795.9"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<3/2>).3s.3d.(3D<1>)"	"(3/2,1)*"	"3/2"	4	4		""	"L4862"	
Fe	16	"17.413"	"0.010"	"17.411"	"0.009"	"14"	""		"84.1116"	"796.2"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<3/2>).3s.3d.(3D<3>)"	"(3/2,3)*"	"7/2"	6	8		""	"L4862"	
Fe	16	"17.413"	"0.010"	"17.410"	"0.009"	"14"	""		"36.9650"	"749.1"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<3/2>).3s.3p.(3P*<2>)"	"(3/2,2)"	"1/2"	4	2		""	"L4862"	
Fe	16	"17.449"	"0.010"	"17.450"	"0.009"	"16"	""		"83.7515"	"794.2"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<3/2>).3s.3d.(3D<1>)"	"(3/2,1)*"	"5/2"	4	6		""	"L4862"	
Fe	16	"17.467"	"0.010"	"17.471"	"0.009"	"13"	""		"34.3677"	"744.0"	"2p6.3p"	"2P*"	"1/2"	"2p5.(2P*<3/2>).3s.3p.(3P*<1>)"	"(3/2,1)"	"1/2"	2	2		""	"L4862"	
Fe	16	"17.498"	"0.010"	"17.498"	"0.009"	"40"	""		"36.9650"	"745.5"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<3/2>).3s.3p.(3P*<2>)"	"(3/2,2)"	"3/2"	4	4		""	"L4862"	
Fe	16	"17.498"	"0.010"	"17.498"	"0.009"	"40"	""		"36.9650"	"745.5"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<3/2>).3s.3p.(3P*<2>)"	"(3/2,2)"	"5/2"	4	6		""	"L4862"	
Fe	16	"17.498"	"0.010"	"17.499"	"0.009"	"40"	""		"84.1116"	"792.6"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<3/2>).3s.3d.(3D<3>)"	"(3/2,3)*"	"5/2"	6	6		""	"L4862"	
Fe	15	"17.555"	"0.010"	"17.563+"	"0.003"	"7"	""		"31.4697"	"737.40?"	"3s.3p"	"3P*"	"2"	"2p5.3s2.3p"	"3P"	"2"	5	5		""	"L4862"	
Fe	16	"17.593"	"0.010"	"17.594"	"0.009"	"19"	""		"36.9650"	"741.7"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<3/2>).3s.3p.(3P*<1>)"	"(3/2,1)"	"5/2"	4	6		""	"L4862"	
Fe	15	"17.593"	"0.010"	"17.593+"	"0.003"	"19"	""		"43.6314"	"748.37?"	"3s.3p"	"1P*"	"1"	"2p5.3s2.3p"	"3D"	"2"	3	5		""	"L4862"	
Fe	15	"17.620"	"0.010"	"17.620+"	"0.003"	"19"	""		"31.4697"	"735.13?"	"3s.3p"	"3P*"	"2"	"2p5.3s2.3p"	"3D"	"3"	5	7		""	"L4862"	
O	7	""	""	"17.8052"	"0.0010"	""	"1.84e+02"	C	"0.0000"	"696.33741"	"1s2"	"1S"	"0"	"1s.4s"	"3S"	"1"	1	3	M1	"T4905"	""	
Fe	15	"17.880"	"0.010"	"17.871+"	"0.003"	"11"	""		"43.6314"	"737.40?"	"3s.3p"	"1P*"	"1"	"2p5.3s2.3p"	"3P"	"2"	3	5		""	"L4862"	
Fe	15	"17.917"	"0.010"	"17.917+"	"0.003"	"7"	""		"43.6314"	"735.62?"	"3s.3p"	"1P*"	"1"	"2p5.3s2.3p"	"1P"	"1"	3	3		""	"L4862"	
O	7	""	""	"18.6270"	"0.0010"	""	"9.365e+11"	AA	"0.0000"	"665.61537"	"1s2"	"1S"	"0"	"1s.3p"	"1P*"	"1"	1	3		"T5997"	""	
O	7	""	""	"18.6377"	"0.0010"	""	"1.451e+08"	AA	"0.0000"	"665.23350"	"1s2"	"1S"	"0"	"1s.3d"	"1D"	"2"	1	5	E2	"T3908"	""	
Fe	24	""	""	"18.668"	"0.010"	""	"5.32e+11"	C+	"1162.7"	"1826.9"	"1s2.3p"	"2P*"	"1/2"	"1s2.6d"	"2D"	"3/2"	2	4		"T3015LS"	""	
Fe	26	""	""	"18.7205"	"0.0010"	""	"7.77e+11"	A	"(8246.568)"	"(8908.859)"	"3s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"	2	4		"T7228extrap"	"L11926"	
O	7	""	""	"18.7307"	"0.0010"	""	"3.57e+02"	C	"0.0000"	"661.92932"	"1s2"	"1S"	"0"	"1s.3s"	"3S"	"1"	1	3	M1	"T4905"	""	
Fe	24	""	""	"18.789"	"0.010"	""	"6.30e+11"	C+	"1167.6"	"1827.5"	"1s2.3p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"5/2"	4	6		"T3015LS"	""	
Fe	24	""	""	"18.804"	"0.010"	""	"1.1e+11"	D	"1167.6"	"1826.9"	"1s2.3p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"3/2"	4	4		"T3015LS"	""	
Fe	26	""	""	"18.8822"	"0.0010"	""	"1.57e+12"	A	"(8252.682)"	"(8909.301)"	"3p"	"2P*"	"3/2"	"5d"	"2D"	"5/2"	4	6		"T7228extrap"	"L11926"	
Fe	26	""	""	"18.9349"	"0.0010"	""	"2.08e+12"	A	"(8254.732)"	"(8909.523)"	"3d"	"2D"	"5/2"	"5f"	"2F*"	"7/2"	6	8		"T7228extrap"	"L11926"	
O	8	""	""	"18.9671"	"0.0010"	""	"2.567e+12"	AA	"0.00000"	"(653.679952)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
O	8	""	""	"18.9725"	"0.0010"	""	"2.566e+12"	AA	"0.00000"	"(653.493663)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
N	7	""	""	"19.1179"	"0.0010"	""	"4.739e+10"	AA	"0.00000"	"(648.524971)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"	2	4		"T6492,T8146,LS"	""	
N	7	""	""	"19.1180"	"0.0010"	""	"4.739e+10"	AA	"0.00000"	"(648.520929)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"	2	2		"T6492,T8146,LS"	""	
N	7	""	""	"19.3612"	"0.0010"	""	"8.258e+10"	AA	"0.00000"	"(640.375144)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"	2	4		"T6492,T8146,LS"	""	
N	7	""	""	"19.3614"	"0.0010"	""	"8.258e+10"	AA	"0.00000"	"(640.368160)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"	2	2		"T6492,T8146,LS"	""	
N	7	""	""	"19.8257"	"0.0010"	""	"1.638e+11"	AA	"0.00000"	"(625.371840)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"	2	4		"T6492,T8146,LS"	""	
N	7	""	""	"19.8261"	"0.0010"	""	"1.638e+11"	AA	"0.00000"	"(625.358196)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"1/2"	2	2		"T6492,T8146,LS"	""	
Fe	25	""	""	"19.902"	"0.010"	""	""		"[7863.29]"	"[8486.26]"	"1s.3s"	"3S"	"1"	"1s.5p"	"3P*"	"2"	3	5		""	"L11926"	
Fe	25	""	""	"19.933"	"0.010"	""	"5.7e+11"	B	"[7863.29]"	"[8485.30]"	"1s.3s"	"3S"	"1"	"1s.5p"	"3P*"	"1"	3	3		"T3221"	""	
Fe	25	""	""	"20.138"	"0.010"	""	"5.65e+11"	B	"[7871.63]"	"[8487.31]"	"1s.3s"	"1S"	"0"	"1s.5p"	"1P*"	"1"	1	3		"T3221"	""	
Fe	25	""	""	"20.271"	"0.010"	""	"1.2e+11"	C	"[7871.84]"	"[8483.47]"	"1s.3p"	"3P*"	"1"	"1s.5s"	"3S"	"1"	3	3		"T3221"	""	
Fe	25	""	""	"20.419"	"0.010"	""	""		"[7876.26]"	"[8483.47]"	"1s.3p"	"3P*"	"2"	"1s.5s"	"3S"	"1"	5	3		""	"L11926"	
Fe	25	""	""	"20.524"	"0.010"	""	"3.7e+11"	C	"[7881.15]"	"[8485.24]"	"1s.3p"	"1P*"	"1"	"1s.5s"	"1S"	"0"	3	1		"T3221"	""	
N	7	""	""	"20.9095"	"0.0010"	""	"4.018e+11"	AA	"0.00000"	"(592.957511)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"	2	4		"T6492,T8146,LS"	""	
N	7	""	""	"20.9106"	"0.0010"	""	"4.017e+11"	AA	"0.00000"	"(592.925170)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"	2	2		"T6492,T8146,LS"	""	
Fe	24	""	""	"21.372"	"0.010"	""	"5.200e+11"	C'	"1149.64"	"1729.8"	"1s2.3s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"3/2"	2	4		"T3015"	""	
Fe	24	""	""	"21.409"	"0.010"	""	"5.200e+11"	C'	"1149.64"	"1728.8"	"1s2.3s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"1/2"	2	2		"T3015"	""	
Si	13	""	""	"21.557"	"0.010"	""	"1.83e+10"	B+	"[1839.4227]"	"[2414.5688]"	"1s.2s"	"3S"	"1"	"1s.10p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"21.557"	"0.010"	""	"1.82e+10"	B	"[1839.4227]"	"[2414.5618]"	"1s.2s"	"3S"	"1"	"1s.10p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"21.557"	"0.010"	""	"1.83e+10"	B	"[1839.4227]"	"[2414.5599]"	"1s.2s"	"3S"	"1"	"1s.10p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
O	7	""	""	"21.6020"	"0.0010"	""	"3.309e+12"	AA	"0.0000"	"573.94778"	"1s2"	"1S"	"0"	"1s.2p"	"1P*"	"1"	1	3		"T5997"	""	
Si	13	""	""	"21.762"	"0.010"	""	"2.51e+10"	B	"[1839.4227]"	"[2409.1384]"	"1s.2s"	"3S"	"1"	"1s.9p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
Si	13	""	""	"21.762"	"0.010"	""	"2.51e+10"	B+	"[1839.4227]"	"[2409.1507]"	"1s.2s"	"3S"	"1"	"1s.9p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"21.762"	"0.010"	""	"2.51e+10"	B+	"[1839.4227]"	"[2409.1411]"	"1s.2s"	"3S"	"1"	"1s.9p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
O	7	""	""	"21.8044"	"0.0010"	""	"3.31e+05"	A	"0.0000"	"568.62005"	"1s2"	"1S"	"0"	"1s.2p"	"3P*"	"2"	1	5	M2	"T1494"	""	
O	7	""	""	"21.8070"	"0.0010"	""	""		"0.0000"	"568.55186"	"1s2"	"1S"	"0"	"1s.2p"	"3P*"	"1"	1	3		""	""	
Fe	24	""	""	"21.823"	"0.010"	""	"9.73e+11"	C+	"1162.7"	"1730.9"	"1s2.3p"	"2P*"	"1/2"	"1s2.5d"	"2D"	"3/2"	2	4		"T3015LS"	""	
Fe	24	""	""	"21.987"	"0.010"	""	"1.14e+12"	C+	"1167.6"	"1731.5"	"1s2.3p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"5/2"	4	6		"T3015LS"	""	
Fe	24	""	""	"21.991"	"0.010"	""	""		"1162.7"	"[1726.54]"	"1s2.3p"	"2P*"	"1/2"	"1s2.5s"	"2S"	"1/2"	2	2		""	"L11926"	
Fe	24	""	""	"22.010"	"0.010"	""	"1.9e+11"	D	"1167.6"	"1730.9"	"1s2.3p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"3/2"	4	4		"T3015LS"	""	
Si	13	""	""	"22.055"	"0.010"	""	"3.58e+10"	C+	"[1839.4227]"	"[2401.5719]"	"1s.2s"	"3S"	"1"	"1s.8p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"22.056"	"0.010"	""	"3.58e+10"	C+	"[1839.4227]"	"[2401.5581]"	"1s.2s"	"3S"	"1"	"1s.8p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"22.056"	"0.010"	""	"3.58e+10"	C+	"[1839.4227]"	"[2401.5545]"	"1s.2s"	"3S"	"1"	"1s.8p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
O	7	""	""	"22.1012"	"0.0010"	""	"1.04e+03"	AA	"0.0000"	"560.98386"	"1s2"	"1S"	"0"	"1s.2s"	"3S"	"1"	1	3	M1	"T1896"	""	
Si	13	""	""	"22.103"	"0.010"	""	"5.96e+08"	B	"[1853.534]"	"[2414.4601]"	"1s.2p"	"3P*"	"0"	"1s.10s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"22.112"	"0.010"	""	"1.79e+09"	B	"[1853.7553]"	"[2414.4601]"	"1s.2p"	"3P*"	"1"	"1s.10s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"22.140"	"0.010"	""	"1.76e+10"	B	"[1854.6490]"	"[2414.6402]"	"1s.2s"	"1S"	"0"	"1s.10p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"22.147"	"0.010"	""	"2.97e+09"	B	"[1854.6413]"	"[2414.4601]"	"1s.2p"	"3P*"	"2"	"1s.10s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Fe	24	""	""	"22.181"	"0.010"	""	""		"1167.6"	"[1726.54]"	"1s2.3p"	"2P*"	"3/2"	"1s2.5s"	"2S"	"1/2"	4	2		""	"L11926"	
Si	13	""	""	"22.321"	"0.010"	""	"8.26e+08"	B	"[1853.534]"	"[2409.0014]"	"1s.2p"	"3P*"	"0"	"1s.9s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"22.330"	"0.010"	""	"2.47e+09"	B	"[1853.7553]"	"[2409.0014]"	"1s.2p"	"3P*"	"1"	"1s.9s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"22.356"	"0.010"	""	"2.42e+10"	B+	"[1854.6490]"	"[2409.2488]"	"1s.2s"	"1S"	"0"	"1s.9p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"22.365"	"0.010"	""	"4.11e+09"	B	"[1854.6413]"	"[2409.0014]"	"1s.2p"	"3P*"	"2"	"1s.9s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Si	13	""	""	"22.498"	"0.010"	""	"5.35e+10"	B	"[1839.4227]"	"[2390.5101]"	"1s.2s"	"3S"	"1"	"1s.7p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"22.499"	"0.010"	""	"5.35e+10"	C+	"[1839.4227]"	"[2390.4895]"	"1s.2s"	"3S"	"1"	"1s.7p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"22.499"	"0.010"	""	"5.34e+10"	C+	"[1839.4227]"	"[2390.4842]"	"1s.2s"	"3S"	"1"	"1s.7p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
Si	13	""	""	"22.560"	"0.010"	""	"5.23e+09"	B	"[1864.975]"	"[2414.560]"	"1s.2p"	"1P*"	"1"	"1s.10s"	"1S"	"0"	3	1		"T5231c4"	""	
Si	13	""	""	"22.632"	"0.010"	""	"1.18e+09"	C	"[1853.534]"	"[2401.3589]"	"1s.2p"	"3P*"	"0"	"1s.8s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"22.641"	"0.010"	""	"3.54e+09"	C	"[1853.7553]"	"[2401.3589]"	"1s.2p"	"3P*"	"1"	"1s.8s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"22.664"	"0.010"	""	"3.45e+10"	C+	"[1854.6490]"	"[2401.7119]"	"1s.2s"	"1S"	"0"	"1s.8p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"22.678"	"0.010"	""	"5.86e+09"	C+	"[1854.6413]"	"[2401.3589]"	"1s.2p"	"3P*"	"2"	"1s.8s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Si	13	""	""	"22.784"	"0.010"	""	"7.17e+09"	B	"[1864.975]"	"[2409.1387]"	"1s.2p"	"1P*"	"1"	"1s.9s"	"1S"	"0"	3	1		"T5231c4"	""	
N	6	""	""	"23.0240"	"0.0010"	""	"6.290e+10"	AA	"0.0000"	"538.499"	"1s2"	"1S"	"0"	"1s.6p"	"1P*"	"1"	1	3		"T5997"	""	
Si	13	""	""	"23.103"	"0.010"	""	"1.77e+09"	C	"[1853.534]"	"[2390.1916]"	"1s.2p"	"3P*"	"0"	"1s.7s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"23.106"	"0.010"	""	"1.03e+10"	C	"[1864.975]"	"[2401.5551]"	"1s.2p"	"1P*"	"1"	"1s.8s"	"1S"	"0"	3	1		"T5231c4"	""	
Si	13	""	""	"23.113"	"0.010"	""	"5.31e+09"	C+	"[1853.7553]"	"[2390.1916]"	"1s.2p"	"3P*"	"1"	"1s.7s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"23.128"	"0.010"	""	"5.11e+10"	C+	"[1854.6490]"	"[2390.7199]"	"1s.2s"	"1S"	"0"	"1s.7p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"23.151"	"0.010"	""	"8.82e+09"	C+	"[1854.6413]"	"[2390.1916]"	"1s.2p"	"3P*"	"2"	"1s.7s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Si	13	""	""	"23.217"	"0.010"	""	"8.46e+10"	B+	"[1839.4227]"	"[2373.4517]"	"1s.2s"	"3S"	"1"	"1s.6p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"23.218"	"0.010"	""	"8.49e+10"	B+	"[1839.4227]"	"[2373.4190]"	"1s.2s"	"3S"	"1"	"1s.6p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"23.219"	"0.010"	""	"8.50e+10"	B+	"[1839.4227]"	"[2373.4104]"	"1s.2s"	"3S"	"1"	"1s.6p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
N	6	""	""	"23.2770"	"0.0010"	""	"1.091e+11"	AA	"0.0000"	"532.647"	"1s2"	"1S"	"0"	"1s.5p"	"1P*"	"1"	1	3		"T5997"	""	
Si	13	""	""	"23.593"	"0.010"	""	"1.54e+10"	C+	"[1864.975]"	"[2390.4856]"	"1s.2p"	"1P*"	"1"	"1s.7s"	"1S"	"0"	3	1		"T5231c4"	""	
N	6	""	""	"23.7710"	"0.0010"	""	"2.145e+11"	AA	"0.0000"	"521.578"	"1s2"	"1S"	"0"	"1s.4p"	"1P*"	"1"	1	3		"T5997"	""	
N	6	""	""	"23.8277"	"0.0010"	""	"4.59e+01"	C	"0.0000"	"520.34"	"1s2"	"1S"	"0"	"1s.4s"	"3S"	"1"	1	3	M1	"T4905"	""	
Si	13	""	""	"23.835"	"0.010"	""	"8.69e+10"	B+	"[1853.534]"	"[2373.7107]"	"1s.2p"	"3P*"	"0"	"1s.6d"	"3D"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"23.845"	"0.010"	""	"1.17e+11"	B+	"[1853.7553]"	"[2373.7107]"	"1s.2p"	"3P*"	"1"	"1s.6d"	"3D"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"23.845"	"0.010"	""	"6.50e+10"	B+	"[1853.7553]"	"[2373.7107]"	"1s.2p"	"3P*"	"1"	"1s.6d"	"3D"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"23.870"	"0.010"	""	"2.85e+09"	B	"[1853.534]"	"[2372.9440]"	"1s.2p"	"3P*"	"0"	"1s.6s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"23.880"	"0.010"	""	"8.54e+09"	B	"[1853.7553]"	"[2372.9440]"	"1s.2p"	"3P*"	"1"	"1s.6s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"23.883"	"0.010"	""	"8.19e+10"	B+	"[1854.6490]"	"[2373.7862]"	"1s.2s"	"1S"	"0"	"1s.6p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"23.885"	"0.010"	""	"1.55e+11"	B+	"[1854.6413]"	"[2373.7236]"	"1s.2p"	"3P*"	"2"	"1s.6d"	"3D"	"3"	5	7		"T5231c4,LS"	""	
Si	13	""	""	"23.886"	"0.010"	""	"3.88e+10"	B+	"[1854.6413]"	"[2373.7107]"	"1s.2p"	"3P*"	"2"	"1s.6d"	"3D"	"2"	5	5		"T5231c4,LS"	""	
Si	13	""	""	"23.886"	"0.010"	""	"4.31e+09"	B	"[1854.6413]"	"[2373.7107]"	"1s.2p"	"3P*"	"2"	"1s.6d"	"3D"	"1"	5	3		"T5231c4,LS"	""	
Si	13	""	""	"23.921"	"0.010"	""	"1.42e+10"	B	"[1854.6413]"	"[2372.9440]"	"1s.2p"	"3P*"	"2"	"1s.6s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Si	13	""	""	"24.370"	"0.010"	""	"1.43e+11"	B+	"[1864.975]"	"[2373.7354]"	"1s.2p"	"1P*"	"1"	"1s.6d"	"1D"	"2"	3	5		"T5231c4"	""	
Si	13	""	""	"24.385"	"0.010"	""	"2.47e+10"	B	"[1864.975]"	"[2373.4140]"	"1s.2p"	"1P*"	"1"	"1s.6s"	"1S"	"0"	3	1		"T5231c4"	""	
Si	13	""	""	"24.517"	"0.010"	""	"1.46e+11"	B+	"[1839.4227]"	"[2345.1263]"	"1s.2s"	"3S"	"1"	"1s.5p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"24.520"	"0.010"	""	"1.46e+11"	B+	"[1839.4227]"	"[2345.0696]"	"1s.2s"	"3S"	"1"	"1s.5p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"24.521"	"0.010"	""	"1.46e+11"	B+	"[1839.4227]"	"[2345.0550]"	"1s.2s"	"3S"	"1"	"1s.5p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
N	7	""	""	"24.7792"	"0.0010"	""	"1.505e+12"	AA	"0.00000"	"(500.355853)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"3/2"	2	4		"T6492,T8146,LS"	""	
N	7	""	""	"24.7846"	"0.0010"	""	"1.504e+12"	AA	"0.00000"	"(500.246708)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"1/2"	2	2		"T6492,T8146,LS"	""	
N	6	""	""	"24.8980"	"0.0010"	""	"5.158e+11"	AA	"0.0000"	"497.969"	"1s2"	"1S"	"0"	"1s.3p"	"1P*"	"1"	1	3		"T5997"	""	
N	6	""	""	"24.9142"	"0.0010"	""	"5.777e+07"	AA	"0.0000"	"497.644"	"1s2"	"1S"	"0"	"1s.3d"	"1D"	"2"	1	5	E2	"T3908"	""	
N	6	""	""	"25.0510"	"0.0010"	""	"8.36e+01"	C	"0.0000"	"494.928"	"1s2"	"1S"	"0"	"1s.3s"	"3S"	"1"	1	3	M1	"T4905"	""	
Si	13	""	""	"25.198"	"0.010"	""	"1.58e+11"	B+	"[1853.534]"	"[2345.5766]"	"1s.2p"	"3P*"	"0"	"1s.5d"	"3D"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"25.209"	"0.010"	""	"1.19e+11"	B+	"[1853.7553]"	"[2345.5766]"	"1s.2p"	"3P*"	"1"	"1s.5d"	"3D"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"25.209"	"0.010"	""	"2.13e+11"	B+	"[1853.7553]"	"[2345.5766]"	"1s.2p"	"3P*"	"1"	"1s.5d"	"3D"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"25.248"	"0.010"	""	"1.41e+11"	B+	"[1854.6490]"	"[2345.7092]"	"1s.2s"	"1S"	"0"	"1s.5p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"25.254"	"0.010"	""	"2.83e+11"	B+	"[1854.6413]"	"[2345.599]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"3"	5	7		"T5231c4,LS"	""	
Si	13	""	""	"25.255"	"0.010"	""	"7.08e+10"	B+	"[1854.6413]"	"[2345.5766]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"2"	5	5		"T5231c4,LS"	""	
Si	13	""	""	"25.255"	"0.010"	""	"7.86e+09"	B	"[1854.6413]"	"[2345.5766]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"1"	5	3		"T5231c4,LS"	""	
